DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,SpanishDayNameOfWeek,FrenchDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,SpanishMonthName,FrenchMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20070427,27/04/2007,6,Friday,Viernes,Vendredi,27,117,18,April,Abril,Avril,4,2,2007,1,4,2007,2
20070428,28/04/2007,7,Saturday,Sábado,Samedi,28,118,18,April,Abril,Avril,4,2,2007,1,4,2007,2
20070429,29/04/2007,1,Sunday,Domingo,Dimanche,29,119,18,April,Abril,Avril,4,2,2007,1,4,2007,2
20070430,30/04/2007,2,Monday,Lunes,Lundi,30,120,18,April,Abril,Avril,4,2,2007,1,4,2007,2
20070501,01/05/2007,3,Tuesday,Martes,Mardi,1,121,18,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070502,02/05/2007,4,Wednesday,Miércoles,Mercredi,2,122,18,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070503,03/05/2007,5,Thursday,Jueves,Jeudi,3,123,18,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070504,04/05/2007,6,Friday,Viernes,Vendredi,4,124,19,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070505,05/05/2007,7,Saturday,Sábado,Samedi,5,125,19,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070506,06/05/2007,1,Sunday,Domingo,Dimanche,6,126,19,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070507,07/05/2007,2,Monday,Lunes,Lundi,7,127,19,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070508,08/05/2007,3,Tuesday,Martes,Mardi,8,128,19,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070509,09/05/2007,4,Wednesday,Miércoles,Mercredi,9,129,19,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070510,10/05/2007,5,Thursday,Jueves,Jeudi,10,130,19,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070511,11/05/2007,6,Friday,Viernes,Vendredi,11,131,20,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070512,12/05/2007,7,Saturday,Sábado,Samedi,12,132,20,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070513,13/05/2007,1,Sunday,Domingo,Dimanche,13,133,20,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070514,14/05/2007,2,Monday,Lunes,Lundi,14,134,20,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070515,15/05/2007,3,Tuesday,Martes,Mardi,15,135,20,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070516,16/05/2007,4,Wednesday,Miércoles,Mercredi,16,136,20,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070517,17/05/2007,5,Thursday,Jueves,Jeudi,17,137,20,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070518,18/05/2007,6,Friday,Viernes,Vendredi,18,138,21,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070519,19/05/2007,7,Saturday,Sábado,Samedi,19,139,21,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070520,20/05/2007,1,Sunday,Domingo,Dimanche,20,140,21,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070521,21/05/2007,2,Monday,Lunes,Lundi,21,141,21,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070522,22/05/2007,3,Tuesday,Martes,Mardi,22,142,21,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070523,23/05/2007,4,Wednesday,Miércoles,Mercredi,23,143,21,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070524,24/05/2007,5,Thursday,Jueves,Jeudi,24,144,21,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070525,25/05/2007,6,Friday,Viernes,Vendredi,25,145,22,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070526,26/05/2007,7,Saturday,Sábado,Samedi,26,146,22,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070527,27/05/2007,1,Sunday,Domingo,Dimanche,27,147,22,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070528,28/05/2007,2,Monday,Lunes,Lundi,28,148,22,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070529,29/05/2007,3,Tuesday,Martes,Mardi,29,149,22,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070530,30/05/2007,4,Wednesday,Miércoles,Mercredi,30,150,22,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070531,31/05/2007,5,Thursday,Jueves,Jeudi,31,151,22,May,Mayo,Mai,5,2,2007,1,4,2007,2
20070601,01/06/2007,6,Friday,Viernes,Vendredi,1,152,23,June,Junio,Juin,6,2,2007,1,4,2007,2
20070602,02/06/2007,7,Saturday,Sábado,Samedi,2,153,23,June,Junio,Juin,6,2,2007,1,4,2007,2
20070603,03/06/2007,1,Sunday,Domingo,Dimanche,3,154,23,June,Junio,Juin,6,2,2007,1,4,2007,2
20070604,04/06/2007,2,Monday,Lunes,Lundi,4,155,23,June,Junio,Juin,6,2,2007,1,4,2007,2
20070605,05/06/2007,3,Tuesday,Martes,Mardi,5,156,23,June,Junio,Juin,6,2,2007,1,4,2007,2
20070606,06/06/2007,4,Wednesday,Miércoles,Mercredi,6,157,23,June,Junio,Juin,6,2,2007,1,4,2007,2
20070607,07/06/2007,5,Thursday,Jueves,Jeudi,7,158,23,June,Junio,Juin,6,2,2007,1,4,2007,2
20070608,08/06/2007,6,Friday,Viernes,Vendredi,8,159,24,June,Junio,Juin,6,2,2007,1,4,2007,2
20070609,09/06/2007,7,Saturday,Sábado,Samedi,9,160,24,June,Junio,Juin,6,2,2007,1,4,2007,2
20070610,10/06/2007,1,Sunday,Domingo,Dimanche,10,161,24,June,Junio,Juin,6,2,2007,1,4,2007,2
20070611,11/06/2007,2,Monday,Lunes,Lundi,11,162,24,June,Junio,Juin,6,2,2007,1,4,2007,2
20070612,12/06/2007,3,Tuesday,Martes,Mardi,12,163,24,June,Junio,Juin,6,2,2007,1,4,2007,2
20070613,13/06/2007,4,Wednesday,Miércoles,Mercredi,13,164,24,June,Junio,Juin,6,2,2007,1,4,2007,2
20070614,14/06/2007,5,Thursday,Jueves,Jeudi,14,165,24,June,Junio,Juin,6,2,2007,1,4,2007,2
20070615,15/06/2007,6,Friday,Viernes,Vendredi,15,166,25,June,Junio,Juin,6,2,2007,1,4,2007,2
20070616,16/06/2007,7,Saturday,Sábado,Samedi,16,167,25,June,Junio,Juin,6,2,2007,1,4,2007,2
20070617,17/06/2007,1,Sunday,Domingo,Dimanche,17,168,25,June,Junio,Juin,6,2,2007,1,4,2007,2
20070618,18/06/2007,2,Monday,Lunes,Lundi,18,169,25,June,Junio,Juin,6,2,2007,1,4,2007,2
20070619,19/06/2007,3,Tuesday,Martes,Mardi,19,170,25,June,Junio,Juin,6,2,2007,1,4,2007,2
20070620,20/06/2007,4,Wednesday,Miércoles,Mercredi,20,171,25,June,Junio,Juin,6,2,2007,1,4,2007,2
20070621,21/06/2007,5,Thursday,Jueves,Jeudi,21,172,25,June,Junio,Juin,6,2,2007,1,4,2007,2
20070622,22/06/2007,6,Friday,Viernes,Vendredi,22,173,26,June,Junio,Juin,6,2,2007,1,4,2007,2
20070623,23/06/2007,7,Saturday,Sábado,Samedi,23,174,26,June,Junio,Juin,6,2,2007,1,4,2007,2
20070624,24/06/2007,1,Sunday,Domingo,Dimanche,24,175,26,June,Junio,Juin,6,2,2007,1,4,2007,2
20070625,25/06/2007,2,Monday,Lunes,Lundi,25,176,26,June,Junio,Juin,6,2,2007,1,4,2007,2
20070626,26/06/2007,3,Tuesday,Martes,Mardi,26,177,26,June,Junio,Juin,6,2,2007,1,4,2007,2
20070627,27/06/2007,4,Wednesday,Miércoles,Mercredi,27,178,26,June,Junio,Juin,6,2,2007,1,4,2007,2
20070628,28/06/2007,5,Thursday,Jueves,Jeudi,28,179,26,June,Junio,Juin,6,2,2007,1,4,2007,2
20070629,29/06/2007,6,Friday,Viernes,Vendredi,29,180,27,June,Junio,Juin,6,2,2007,1,4,2007,2
20070630,30/06/2007,7,Saturday,Sábado,Samedi,30,181,27,June,Junio,Juin,6,2,2007,1,4,2007,2
20070701,01/07/2007,1,Sunday,Domingo,Dimanche,1,182,27,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070702,02/07/2007,2,Monday,Lunes,Lundi,2,183,27,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070703,03/07/2007,3,Tuesday,Martes,Mardi,3,184,27,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070704,04/07/2007,4,Wednesday,Miércoles,Mercredi,4,185,27,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070705,05/07/2007,5,Thursday,Jueves,Jeudi,5,186,27,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070706,06/07/2007,6,Friday,Viernes,Vendredi,6,187,28,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070707,07/07/2007,7,Saturday,Sábado,Samedi,7,188,28,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070708,08/07/2007,1,Sunday,Domingo,Dimanche,8,189,28,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070709,09/07/2007,2,Monday,Lunes,Lundi,9,190,28,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070710,10/07/2007,3,Tuesday,Martes,Mardi,10,191,28,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070711,11/07/2007,4,Wednesday,Miércoles,Mercredi,11,192,28,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070712,12/07/2007,5,Thursday,Jueves,Jeudi,12,193,28,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070713,13/07/2007,6,Friday,Viernes,Vendredi,13,194,29,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070714,14/07/2007,7,Saturday,Sábado,Samedi,14,195,29,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070715,15/07/2007,1,Sunday,Domingo,Dimanche,15,196,29,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070716,16/07/2007,2,Monday,Lunes,Lundi,16,197,29,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070717,17/07/2007,3,Tuesday,Martes,Mardi,17,198,29,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070718,18/07/2007,4,Wednesday,Miércoles,Mercredi,18,199,29,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070719,19/07/2007,5,Thursday,Jueves,Jeudi,19,200,29,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070720,20/07/2007,6,Friday,Viernes,Vendredi,20,201,30,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070721,21/07/2007,7,Saturday,Sábado,Samedi,21,202,30,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070722,22/07/2007,1,Sunday,Domingo,Dimanche,22,203,30,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070723,23/07/2007,2,Monday,Lunes,Lundi,23,204,30,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070724,24/07/2007,3,Tuesday,Martes,Mardi,24,205,30,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070725,25/07/2007,4,Wednesday,Miércoles,Mercredi,25,206,30,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070726,26/07/2007,5,Thursday,Jueves,Jeudi,26,207,30,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070727,27/07/2007,6,Friday,Viernes,Vendredi,27,208,31,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070728,28/07/2007,7,Saturday,Sábado,Samedi,28,209,31,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070729,29/07/2007,1,Sunday,Domingo,Dimanche,29,210,31,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070730,30/07/2007,2,Monday,Lunes,Lundi,30,211,31,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070731,31/07/2007,3,Tuesday,Martes,Mardi,31,212,31,July,Julio,Juillet,7,3,2007,2,1,2008,1
20070801,01/08/2007,4,Wednesday,Miércoles,Mercredi,1,213,31,August,Agosto,Août,8,3,2007,2,1,2008,1
20070802,02/08/2007,5,Thursday,Jueves,Jeudi,2,214,31,August,Agosto,Août,8,3,2007,2,1,2008,1
20070803,03/08/2007,6,Friday,Viernes,Vendredi,3,215,32,August,Agosto,Août,8,3,2007,2,1,2008,1
20070804,04/08/2007,7,Saturday,Sábado,Samedi,4,216,32,August,Agosto,Août,8,3,2007,2,1,2008,1
20070805,05/08/2007,1,Sunday,Domingo,Dimanche,5,217,32,August,Agosto,Août,8,3,2007,2,1,2008,1
20070806,06/08/2007,2,Monday,Lunes,Lundi,6,218,32,August,Agosto,Août,8,3,2007,2,1,2008,1
20070807,07/08/2007,3,Tuesday,Martes,Mardi,7,219,32,August,Agosto,Août,8,3,2007,2,1,2008,1
20070808,08/08/2007,4,Wednesday,Miércoles,Mercredi,8,220,32,August,Agosto,Août,8,3,2007,2,1,2008,1
20070809,09/08/2007,5,Thursday,Jueves,Jeudi,9,221,32,August,Agosto,Août,8,3,2007,2,1,2008,1
20070810,10/08/2007,6,Friday,Viernes,Vendredi,10,222,33,August,Agosto,Août,8,3,2007,2,1,2008,1
20070811,11/08/2007,7,Saturday,Sábado,Samedi,11,223,33,August,Agosto,Août,8,3,2007,2,1,2008,1
20070812,12/08/2007,1,Sunday,Domingo,Dimanche,12,224,33,August,Agosto,Août,8,3,2007,2,1,2008,1
20070813,13/08/2007,2,Monday,Lunes,Lundi,13,225,33,August,Agosto,Août,8,3,2007,2,1,2008,1
20070814,14/08/2007,3,Tuesday,Martes,Mardi,14,226,33,August,Agosto,Août,8,3,2007,2,1,2008,1
20070815,15/08/2007,4,Wednesday,Miércoles,Mercredi,15,227,33,August,Agosto,Août,8,3,2007,2,1,2008,1
20070816,16/08/2007,5,Thursday,Jueves,Jeudi,16,228,33,August,Agosto,Août,8,3,2007,2,1,2008,1
20070817,17/08/2007,6,Friday,Viernes,Vendredi,17,229,34,August,Agosto,Août,8,3,2007,2,1,2008,1
20070818,18/08/2007,7,Saturday,Sábado,Samedi,18,230,34,August,Agosto,Août,8,3,2007,2,1,2008,1
20070819,19/08/2007,1,Sunday,Domingo,Dimanche,19,231,34,August,Agosto,Août,8,3,2007,2,1,2008,1
20070820,20/08/2007,2,Monday,Lunes,Lundi,20,232,34,August,Agosto,Août,8,3,2007,2,1,2008,1
20070821,21/08/2007,3,Tuesday,Martes,Mardi,21,233,34,August,Agosto,Août,8,3,2007,2,1,2008,1
20070822,22/08/2007,4,Wednesday,Miércoles,Mercredi,22,234,34,August,Agosto,Août,8,3,2007,2,1,2008,1
20070823,23/08/2007,5,Thursday,Jueves,Jeudi,23,235,34,August,Agosto,Août,8,3,2007,2,1,2008,1
20070824,24/08/2007,6,Friday,Viernes,Vendredi,24,236,35,August,Agosto,Août,8,3,2007,2,1,2008,1
20070825,25/08/2007,7,Saturday,Sábado,Samedi,25,237,35,August,Agosto,Août,8,3,2007,2,1,2008,1
20070826,26/08/2007,1,Sunday,Domingo,Dimanche,26,238,35,August,Agosto,Août,8,3,2007,2,1,2008,1
20070827,27/08/2007,2,Monday,Lunes,Lundi,27,239,35,August,Agosto,Août,8,3,2007,2,1,2008,1
20070828,28/08/2007,3,Tuesday,Martes,Mardi,28,240,35,August,Agosto,Août,8,3,2007,2,1,2008,1
20070829,29/08/2007,4,Wednesday,Miércoles,Mercredi,29,241,35,August,Agosto,Août,8,3,2007,2,1,2008,1
20070830,30/08/2007,5,Thursday,Jueves,Jeudi,30,242,35,August,Agosto,Août,8,3,2007,2,1,2008,1
20070831,31/08/2007,6,Friday,Viernes,Vendredi,31,243,36,August,Agosto,Août,8,3,2007,2,1,2008,1
20070901,01/09/2007,7,Saturday,Sábado,Samedi,1,244,36,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
20070902,02/09/2007,1,Sunday,Domingo,Dimanche,2,245,36,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
20070903,03/09/2007,2,Monday,Lunes,Lundi,3,246,36,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
20070904,04/09/2007,3,Tuesday,Martes,Mardi,4,247,36,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
20070905,05/09/2007,4,Wednesday,Miércoles,Mercredi,5,248,36,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
20070906,06/09/2007,5,Thursday,Jueves,Jeudi,6,249,36,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
20070907,07/09/2007,6,Friday,Viernes,Vendredi,7,250,37,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
20070908,08/09/2007,7,Saturday,Sábado,Samedi,8,251,37,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
20070909,09/09/2007,1,Sunday,Domingo,Dimanche,9,252,37,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
20070910,10/09/2007,2,Monday,Lunes,Lundi,10,253,37,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
20070911,11/09/2007,3,Tuesday,Martes,Mardi,11,254,37,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
20070912,12/09/2007,4,Wednesday,Miércoles,Mercredi,12,255,37,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
20070913,13/09/2007,5,Thursday,Jueves,Jeudi,13,256,37,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
20070914,14/09/2007,6,Friday,Viernes,Vendredi,14,257,38,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
20070915,15/09/2007,7,Saturday,Sábado,Samedi,15,258,38,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
20070916,16/09/2007,1,Sunday,Domingo,Dimanche,16,259,38,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
20070917,17/09/2007,2,Monday,Lunes,Lundi,17,260,38,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
20070918,18/09/2007,3,Tuesday,Martes,Mardi,18,261,38,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
20070919,19/09/2007,4,Wednesday,Miércoles,Mercredi,19,262,38,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
20070920,20/09/2007,5,Thursday,Jueves,Jeudi,20,263,38,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
20070921,21/09/2007,6,Friday,Viernes,Vendredi,21,264,39,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
20070922,22/09/2007,7,Saturday,Sábado,Samedi,22,265,39,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
20070923,23/09/2007,1,Sunday,Domingo,Dimanche,23,266,39,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
20070924,24/09/2007,2,Monday,Lunes,Lundi,24,267,39,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
20070925,25/09/2007,3,Tuesday,Martes,Mardi,25,268,39,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
20070926,26/09/2007,4,Wednesday,Miércoles,Mercredi,26,269,39,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
20070927,27/09/2007,5,Thursday,Jueves,Jeudi,27,270,39,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
20070928,28/09/2007,6,Friday,Viernes,Vendredi,28,271,40,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
20070929,29/09/2007,7,Saturday,Sábado,Samedi,29,272,40,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
20070930,30/09/2007,1,Sunday,Domingo,Dimanche,30,273,40,September,Septiembre,Septembre,9,3,2007,2,1,2008,1
20071001,01/10/2007,2,Monday,Lunes,Lundi,1,274,40,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071002,02/10/2007,3,Tuesday,Martes,Mardi,2,275,40,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071003,03/10/2007,4,Wednesday,Miércoles,Mercredi,3,276,40,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071004,04/10/2007,5,Thursday,Jueves,Jeudi,4,277,40,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071005,05/10/2007,6,Friday,Viernes,Vendredi,5,278,41,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071006,06/10/2007,7,Saturday,Sábado,Samedi,6,279,41,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071007,07/10/2007,1,Sunday,Domingo,Dimanche,7,280,41,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071008,08/10/2007,2,Monday,Lunes,Lundi,8,281,41,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071009,09/10/2007,3,Tuesday,Martes,Mardi,9,282,41,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071010,10/10/2007,4,Wednesday,Miércoles,Mercredi,10,283,41,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071011,11/10/2007,5,Thursday,Jueves,Jeudi,11,284,41,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071012,12/10/2007,6,Friday,Viernes,Vendredi,12,285,42,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071013,13/10/2007,7,Saturday,Sábado,Samedi,13,286,42,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071014,14/10/2007,1,Sunday,Domingo,Dimanche,14,287,42,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071015,15/10/2007,2,Monday,Lunes,Lundi,15,288,42,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071016,16/10/2007,3,Tuesday,Martes,Mardi,16,289,42,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071017,17/10/2007,4,Wednesday,Miércoles,Mercredi,17,290,42,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071018,18/10/2007,5,Thursday,Jueves,Jeudi,18,291,42,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071019,19/10/2007,6,Friday,Viernes,Vendredi,19,292,43,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071020,20/10/2007,7,Saturday,Sábado,Samedi,20,293,43,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071021,21/10/2007,1,Sunday,Domingo,Dimanche,21,294,43,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071022,22/10/2007,2,Monday,Lunes,Lundi,22,295,43,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071023,23/10/2007,3,Tuesday,Martes,Mardi,23,296,43,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071024,24/10/2007,4,Wednesday,Miércoles,Mercredi,24,297,43,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071025,25/10/2007,5,Thursday,Jueves,Jeudi,25,298,43,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071026,26/10/2007,6,Friday,Viernes,Vendredi,26,299,44,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071027,27/10/2007,7,Saturday,Sábado,Samedi,27,300,44,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071028,28/10/2007,1,Sunday,Domingo,Dimanche,28,301,44,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071029,29/10/2007,2,Monday,Lunes,Lundi,29,302,44,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071030,30/10/2007,3,Tuesday,Martes,Mardi,30,303,44,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071031,31/10/2007,4,Wednesday,Miércoles,Mercredi,31,304,44,October,Octubre,Octobre,10,4,2007,2,2,2008,1
20071101,01/11/2007,5,Thursday,Jueves,Jeudi,1,305,44,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071102,02/11/2007,6,Friday,Viernes,Vendredi,2,306,45,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071103,03/11/2007,7,Saturday,Sábado,Samedi,3,307,45,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071104,04/11/2007,1,Sunday,Domingo,Dimanche,4,308,45,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071105,05/11/2007,2,Monday,Lunes,Lundi,5,309,45,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071106,06/11/2007,3,Tuesday,Martes,Mardi,6,310,45,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071107,07/11/2007,4,Wednesday,Miércoles,Mercredi,7,311,45,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071108,08/11/2007,5,Thursday,Jueves,Jeudi,8,312,45,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071109,09/11/2007,6,Friday,Viernes,Vendredi,9,313,46,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071110,10/11/2007,7,Saturday,Sábado,Samedi,10,314,46,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071111,11/11/2007,1,Sunday,Domingo,Dimanche,11,315,46,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071112,12/11/2007,2,Monday,Lunes,Lundi,12,316,46,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071113,13/11/2007,3,Tuesday,Martes,Mardi,13,317,46,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071114,14/11/2007,4,Wednesday,Miércoles,Mercredi,14,318,46,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071115,15/11/2007,5,Thursday,Jueves,Jeudi,15,319,46,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071116,16/11/2007,6,Friday,Viernes,Vendredi,16,320,47,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071117,17/11/2007,7,Saturday,Sábado,Samedi,17,321,47,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071118,18/11/2007,1,Sunday,Domingo,Dimanche,18,322,47,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071119,19/11/2007,2,Monday,Lunes,Lundi,19,323,47,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071120,20/11/2007,3,Tuesday,Martes,Mardi,20,324,47,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071121,21/11/2007,4,Wednesday,Miércoles,Mercredi,21,325,47,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071122,22/11/2007,5,Thursday,Jueves,Jeudi,22,326,47,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071123,23/11/2007,6,Friday,Viernes,Vendredi,23,327,48,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071124,24/11/2007,7,Saturday,Sábado,Samedi,24,328,48,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071125,25/11/2007,1,Sunday,Domingo,Dimanche,25,329,48,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071126,26/11/2007,2,Monday,Lunes,Lundi,26,330,48,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071127,27/11/2007,3,Tuesday,Martes,Mardi,27,331,48,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071128,28/11/2007,4,Wednesday,Miércoles,Mercredi,28,332,48,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071129,29/11/2007,5,Thursday,Jueves,Jeudi,29,333,48,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071130,30/11/2007,6,Friday,Viernes,Vendredi,30,334,49,November,Noviembre,Novembre,11,4,2007,2,2,2008,1
20071201,01/12/2007,7,Saturday,Sábado,Samedi,1,335,49,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071202,02/12/2007,1,Sunday,Domingo,Dimanche,2,336,49,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071203,03/12/2007,2,Monday,Lunes,Lundi,3,337,49,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
20071204,04/12/2007,3,Tuesday,Martes,Mardi,4,338,49,December,Diciembre,Décembre,12,4,2007,2,2,2008,1
